img/1-0001.png  1       0       0       114     114
img/1-0002.png  1       0       0       386     386
img/1-0003.png  1       0       0       321     321
img/1-0004.png  1       0       0       224     224
img/1-0005.png  1       0       0       212     212
img/1-0006.png  1       0       0       197     197
img/1-0007.png  1       0       0       157     157
img/1-0008.png  1       0       0       192     192
img/1-0009.png  1       0       0       143     143
img/1-0010.png  1       0       0       324     324
img/1-0011.png  1       0       0       381     381
img/1-0012.png  1       0       0       178     158
img/1-0013.png  1       0       0       226     226
img/1-0014.png  1       0       0       155     155
img/1-0015.png  1       0       0       501     501
img/1-0016.png  1       0       0       478     478
img/1-0017.png  1       0       0       541     541
img/1-0018.png  1       0       0       337     337
img/1-0019.png  1       0       0       253     253
img/1-0020.png  1       0       0       215     215
img/1-0021.png  1       0       0       322     322
img/1-0022.png  1       0       0       269     269
img/1-0023.png  1       0       0       188     188
img/1-0024.png  1       0       0       147     147
img/1-0025.png  1       0       0       150     150
img/1-0026.png  1       0       0       140     140
img/1-0027.png  1       0       0       147     147
img/1-0028.png  1       0       0       273     273
img/1-0029.png  1       0       0       307     307
img/1-0030.png  1       0       0       147     147
img/1-0031.png  1       0       0       266     266
img/1-0032.png  1       0       0       397     397
img/1-0033.png  1       0       0       198     198
img/1-0034.png  1       0       0       264     264
img/1-0035.png  1       0       0       261     261
img/1-0036.png  1       0       0       297     297
img/1-0037.png  1       0       0       317     317
img/1-0038.png  1       0       0       358     358
img/1-0039.png  1       0       0       539     539
img/1-0040.png  1       0       0       445     445
img/1-0041.png  1       0       0       464     464
img/1-0042.png  1       0       0       711     711
img/1-0043.png  1       0       0       273     273
img/1-0044.png  1       0       0       236     236
img/1-0045.png  1       0       0       427     427
img/1-0046.png  1       0       0       306     306
img/1-0047.png  1       0       0       263     263
img/1-0048.png  1       0       0       551     551
img/1-0049.png  1       0       0       777     777
img/1-0050.png  1       0       0       572     572
img/1-0051.png  1       0       0       483     483
img/1-0052.png  1       0       0       866     866
img/1-0053.png  1       0       0       431     431
img/1-0054.png  1       0       0       337     337
img/1-0055.png  1       0       0       443     443
img/1-0056.png  1       0       0       386     386
img/1-0057.png  1       0       0       397     397
img/1-0058.png  1       0       0       457     457
img/1-0059.png  1       0       0       512     512
img/1-0060.png  1       0       0       263     263
img/1-0061.png  1       0       0       771     771
img/1-0062.png  1       0       0       193     193
img/1-0063.png  1       0       0       539     539
img/1-0064.png  1       0       0       217     217
img/1-0065.png  1       0       0       475     475
img/1-0066.png  1       0       0       242     242
img/1-0067.png  1       0       0       917     917
img/1-0068.png  1       0       0       677     677
img/1-0069.png  1       0       0       609     609
img/1-0070.png  1       0       0       207     207
img/1-0071.png  1       0       0       703     703
img/1-0072.png  1       0       0       442     442
img/1-0073.png  1       0       0       548     548
img/1-0074.png  1       0       0       286     286
img/1-0075.png  1       0       0       527     527
img/1-0076.png  1       0       0       209     209
img/1-0077.png  1       0       0       242     242
img/1-0078.png  1       0       0       369     369
img/1-0079.png  1       0       0       209     209
img/1-0080.png  1       0       0       181     181
img/1-0081.png  1       0       0       182     182
img/1-0082.png  1       0       0       671     671
img/1-0083.png  1       0       0       255     255
img/1-0084.png  1       0       0       357     357
img/1-0085.png  1       0       0       1050    1050
img/1-0086.png  1       0       0       298     298
img/1-0087.png  1       0       0       368     368
img/1-0088.png  1       0       0       454     454
img/1-0089.png  1       0       0       320     320
img/1-0090.png  1       0       0       171     171
img/1-0091.png  1       0       0       348     348
img/1-0092.png  1       0       0       119     119
img/1-0093.png  1       0       0       291     291
img/1-0094.png  1       0       0       289     289
img/1-0095.png  1       0       0       672     672
img/1-0096.png  1       0       0       283     283
img/1-0097.png  1       0       0       515     515
img/1-0098.png  1       0       0       654     654
img/1-0099.png  1       0       0       138     138
img/1-0100.png  1       0       0       283     283
